driver_id,pool_location,driver_rating
DRV-BB-10274,Pool Halim,4.73
DRV-BB-10275,Pool Halim,4.8
DRV-BB-10276,Pool Mampang,4.67
DRV-BB-10277,Pool BSD,4.99
DRV-BB-10278,Pool Halim,4.91
DRV-BB-10279,Pool Kramat Jati,4.85
DRV-BB-10280,Pool Ciputat,4.88
DRV-BB-10281,Pool Kelapa Gading,4.69
DRV-BB-10282,Pool Kelapa Gading,4.69
DRV-BB-10283,Pool Mampang,4.94
DRV-BB-10284,Pool Kelapa Gading,4.69
DRV-BB-10285,Pool Mampang,4.81
DRV-BB-10286,Pool Ciputat,4.93
DRV-BB-10287,Pool Puri,4.77
DRV-BB-10288,Pool BSD,4.91
DRV-BB-10289,Pool Halim,5.0
DRV-BB-10290,Pool BSD,4.79
DRV-BB-10291,Pool Puri,4.76
DRV-BB-10292,Pool Kramat Jati,4.74
DRV-BB-10293,Pool BSD,4.62
DRV-BB-10294,Pool Kelapa Gading,4.79
DRV-BB-10295,Pool Halim,4.91
DRV-BB-10296,Pool Ciputat,4.98
DRV-BB-10297,Pool Ciputat,4.61
DRV-BB-10298,Pool Kelapa Gading,4.98
DRV-BB-10299,Pool Halim,4.75
DRV-BB-10300,Pool Kelapa Gading,4.69
DRV-BB-10301,Pool Kramat Jati,4.81
DRV-BB-10302,Pool Halim,4.76
DRV-BB-10303,Pool Puri,4.97
DRV-BB-10304,Pool BSD,4.75
DRV-BB-10305,Pool Ciputat,4.74
DRV-BB-10306,Pool BSD,4.92
DRV-BB-10307,Pool Ciputat,4.65
DRV-BB-10308,Pool Kelapa Gading,4.87
DRV-BB-10309,Pool Ciputat,4.68
DRV-BB-10310,Pool Halim,4.77
DRV-BB-10311,Pool BSD,4.64
DRV-BB-10312,Pool BSD,4.79
DRV-BB-10313,Pool Kramat Jati,4.99
DRV-BB-10314,Pool Kelapa Gading,4.68
DRV-BB-10315,Pool BSD,4.91
DRV-BB-10316,Pool Kelapa Gading,4.66
DRV-BB-10317,Pool BSD,4.63
DRV-BB-10318,Pool BSD,4.6
DRV-BB-10319,Pool Mampang,4.98
DRV-BB-10320,Pool Kramat Jati,4.76
DRV-BB-10321,Pool Ciputat,4.78
DRV-BB-10322,Pool BSD,4.89
DRV-BB-10323,Pool BSD,4.63
DRV-BB-10324,Pool Kelapa Gading,4.97
DRV-BB-10325,Pool Halim,4.91
DRV-BB-10326,Pool BSD,4.61
DRV-BB-10327,Pool Kelapa Gading,4.92
DRV-BB-10328,Pool Ciputat,4.99
DRV-BB-10329,Pool Kramat Jati,4.9
DRV-BB-10330,Pool Ciputat,4.73
DRV-BB-10331,Pool Ciputat,4.86
DRV-BB-10332,Pool Ciputat,4.79
DRV-BB-10333,Pool Puri,4.69
DRV-BB-10334,Pool Ciputat,4.88
DRV-BB-10335,Pool BSD,4.63
DRV-BB-10336,Pool Puri,4.97
DRV-BB-10337,Pool Kramat Jati,4.98
DRV-BB-10338,Pool Halim,4.68
DRV-BB-10339,Pool Ciputat,4.64
DRV-BB-10340,Pool Kramat Jati,4.83
DRV-BB-10341,Pool Mampang,4.96
DRV-BB-10342,Pool Ciputat,4.62
DRV-BB-10343,Pool Halim,4.95
DRV-BB-10344,Pool Kelapa Gading,4.81
DRV-BB-10345,Pool BSD,4.79
DRV-BB-10346,Pool Kramat Jati,4.99
DRV-BB-10347,Pool Mampang,4.64
DRV-BB-10348,Pool Ciputat,4.95
DRV-BB-10349,Pool BSD,4.66
DRV-BB-10350,Pool Ciputat,4.69
DRV-BB-10351,Pool Kelapa Gading,4.84
DRV-BB-10352,Pool Puri,4.73
DRV-BB-10353,Pool Mampang,4.93
DRV-BB-10354,Pool Halim,4.82
DRV-BB-10355,Pool Kelapa Gading,4.94
DRV-BB-10356,Pool Halim,4.65
DRV-BB-10357,Pool Puri,4.76
DRV-BB-10358,Pool Kramat Jati,4.63
DRV-BB-10359,Pool Ciputat,4.61
DRV-BB-10360,Pool Puri,4.62
DRV-BB-10361,Pool Mampang,4.61
DRV-BB-10362,Pool Puri,4.71
DRV-BB-10363,Pool Kelapa Gading,4.8
DRV-BB-10364,Pool Ciputat,4.74
DRV-BB-10365,Pool Kelapa Gading,4.9
DRV-BB-10366,Pool Halim,4.73
DRV-BB-10367,Pool Kelapa Gading,4.62
DRV-BB-10368,Pool BSD,4.84
DRV-BB-10369,Pool Mampang,4.8
DRV-BB-10370,Pool Mampang,4.97
DRV-BB-10371,Pool Kramat Jati,4.85
DRV-BB-10372,Pool Puri,4.8
DRV-BB-10373,Pool Mampang,4.88
DRV-BB-10374,Pool Kramat Jati,4.95
DRV-BB-10375,Pool BSD,4.66
DRV-BB-10376,Pool Kramat Jati,4.66
DRV-BB-10377,Pool Ciputat,4.98
DRV-BB-10378,Pool Kramat Jati,4.75
DRV-BB-10379,Pool Kramat Jati,4.94
DRV-BB-10380,Pool Mampang,4.63
DRV-BB-10381,Pool Puri,4.96
DRV-BB-10382,Pool Ciputat,4.61
DRV-BB-10383,Pool Puri,4.74
DRV-BB-10384,Pool Ciputat,4.98
DRV-BB-10385,Pool Kelapa Gading,4.91
DRV-BB-10386,Pool Kramat Jati,4.92
DRV-BB-10387,Pool Kelapa Gading,4.77
DRV-BB-10388,Pool Ciputat,4.66
DRV-BB-10389,Pool Mampang,4.76
DRV-BB-10390,Pool BSD,4.81
DRV-BB-10391,Pool Puri,4.74
DRV-BB-10392,Pool Ciputat,4.82
DRV-BB-10393,Pool Kelapa Gading,4.69
DRV-BB-10394,Pool Mampang,4.77
DRV-BB-10395,Pool Puri,4.71
DRV-BB-10396,Pool Ciputat,4.86
DRV-BB-10397,Pool BSD,4.91
DRV-BB-10398,Pool Mampang,4.61
DRV-BB-10399,Pool Kelapa Gading,4.65
DRV-BB-10400,Pool Kramat Jati,4.72
DRV-BB-10401,Pool Kramat Jati,4.63
DRV-BB-10402,Pool Mampang,4.86
DRV-BB-10403,Pool Kramat Jati,4.7
DRV-BB-10404,Pool Kramat Jati,4.98
DRV-BB-10405,Pool Puri,4.96
DRV-BB-10406,Pool Kelapa Gading,4.76
DRV-BB-10407,Pool BSD,4.63
DRV-BB-10408,Pool Kramat Jati,4.96
DRV-BB-10409,Pool BSD,4.94
DRV-BB-10410,Pool Halim,4.89
DRV-BB-10411,Pool Halim,4.74
DRV-BB-10412,Pool Kramat Jati,4.88
DRV-BB-10413,Pool BSD,4.89
DRV-BB-10414,Pool Kelapa Gading,4.75
DRV-BB-10415,Pool Puri,4.81
DRV-BB-10416,Pool Kramat Jati,4.74
DRV-BB-10417,Pool Mampang,4.99
DRV-BB-10418,Pool Puri,4.61
DRV-BB-10419,Pool Kelapa Gading,4.68
DRV-BB-10420,Pool Ciputat,4.83
DRV-BB-10421,Pool Halim,4.76
DRV-BB-10422,Pool Kramat Jati,4.73
DRV-BB-10423,Pool BSD,4.79
DRV-BB-10424,Pool Ciputat,4.69
DRV-BB-10425,Pool Kramat Jati,4.84
DRV-BB-10426,Pool Mampang,4.99
DRV-BB-10427,Pool Halim,4.83
DRV-BB-10428,Pool Puri,4.83
DRV-BB-10429,Pool Kramat Jati,4.62
DRV-BB-10430,Pool Puri,4.86
DRV-BB-10431,Pool Kelapa Gading,4.76
DRV-BB-10432,Pool BSD,4.85
DRV-BB-10433,Pool Ciputat,4.89
DRV-BB-10434,Pool BSD,4.75
DRV-BB-10435,Pool Mampang,4.94
DRV-BB-10436,Pool Halim,4.82
DRV-BB-10437,Pool Ciputat,4.98
DRV-BB-10438,Pool Mampang,4.61
DRV-BB-10439,Pool Ciputat,4.9
DRV-BB-10440,Pool BSD,4.62
DRV-BB-10441,Pool Halim,4.99
DRV-BB-10442,Pool Kramat Jati,4.78
DRV-BB-10443,Pool Puri,4.71
DRV-BB-10444,Pool Kelapa Gading,4.7
DRV-BB-10445,Pool BSD,4.75
DRV-BB-10446,Pool Kramat Jati,4.93
DRV-BB-10447,Pool Ciputat,4.73
DRV-BB-10448,Pool Puri,4.8
DRV-BB-10449,Pool Ciputat,4.81
DRV-BB-10450,Pool Halim,4.65
DRV-BB-10451,Pool Kelapa Gading,4.61
DRV-BB-10452,Pool Ciputat,4.85
DRV-BB-10453,Pool Ciputat,4.86
DRV-BB-10454,Pool Halim,4.97
DRV-BB-10455,Pool Mampang,4.91
DRV-BB-10456,Pool Mampang,4.98
DRV-BB-10457,Pool Kelapa Gading,4.9
DRV-BB-10458,Pool Ciputat,4.88
DRV-BB-10459,Pool Kelapa Gading,4.65
DRV-BB-10460,Pool Mampang,4.88
DRV-BB-10461,Pool Ciputat,4.95
DRV-BB-10462,Pool Kramat Jati,4.81
DRV-BB-10463,Pool Mampang,4.68
DRV-BB-10464,Pool Puri,4.9
DRV-BB-10465,Pool Mampang,4.89
DRV-BB-10466,Pool Mampang,4.69
DRV-BB-10467,Pool Halim,4.98
DRV-BB-10468,Pool Halim,4.71
DRV-BB-10469,Pool Ciputat,4.7
DRV-BB-10470,Pool Puri,4.86
DRV-BB-10471,Pool Kramat Jati,4.67
DRV-BB-10472,Pool Kramat Jati,4.71
DRV-BB-10473,Pool Ciputat,5.0
DRV-BB-10474,Pool Kramat Jati,4.89
DRV-BB-10475,Pool Kramat Jati,4.62
DRV-BB-10476,Pool Halim,4.71
DRV-BB-10477,Pool Kramat Jati,4.73
DRV-BB-10478,Pool Kelapa Gading,4.98
DRV-BB-10479,Pool Ciputat,4.74
DRV-BB-10480,Pool Puri,4.89
DRV-BB-10481,Pool Mampang,4.98
DRV-BB-10482,Pool Kramat Jati,4.88
DRV-BB-10483,Pool Puri,4.84
DRV-BB-10484,Pool Kramat Jati,4.77
DRV-BB-10485,Pool BSD,4.64
DRV-BB-10486,Pool Mampang,4.75
DRV-BB-10487,Pool Kramat Jati,4.91
DRV-BB-10488,Pool Halim,4.95
DRV-BB-10489,Pool Mampang,4.79
DRV-BB-10490,Pool Kramat Jati,4.92
DRV-BB-10491,Pool Halim,4.72
DRV-BB-10492,Pool Kramat Jati,4.69
DRV-BB-10493,Pool Mampang,4.71
DRV-BB-10494,Pool Halim,4.92
DRV-BB-10495,Pool Ciputat,4.84
DRV-BB-10496,Pool Puri,4.75
DRV-BB-10497,Pool Kramat Jati,4.61
DRV-BB-10498,Pool Puri,4.79
DRV-BB-10499,Pool Ciputat,4.91
DRV-BB-10500,Pool Puri,4.66
DRV-BB-10501,Pool Puri,4.74
DRV-BB-10502,Pool Halim,4.65
DRV-BB-10503,Pool BSD,4.96
DRV-BB-10504,Pool BSD,4.78
DRV-BB-10505,Pool BSD,4.81
DRV-BB-10506,Pool Mampang,4.73
DRV-BB-10507,Pool Halim,4.72
DRV-BB-10508,Pool Kramat Jati,4.7
DRV-BB-10509,Pool BSD,4.62
DRV-BB-10510,Pool Puri,4.87
DRV-BB-10511,Pool Kelapa Gading,4.83
DRV-BB-10512,Pool BSD,4.7
DRV-BB-10513,Pool Mampang,4.72
DRV-BB-10514,Pool Puri,4.88
DRV-BB-10515,Pool Ciputat,4.77
DRV-BB-10516,Pool Kramat Jati,4.79
DRV-BB-10517,Pool Kramat Jati,4.95
DRV-BB-10518,Pool Kelapa Gading,4.93
DRV-BB-10519,Pool BSD,4.62
DRV-BB-10520,Pool Kelapa Gading,4.86
DRV-BB-10521,Pool Mampang,4.81
DRV-BB-10522,Pool Puri,4.62
DRV-BB-10523,Pool Kelapa Gading,4.8
DRV-BB-10524,Pool BSD,4.78
DRV-BB-10525,Pool Ciputat,4.86
DRV-BB-10526,Pool Halim,4.75
DRV-BB-10527,Pool Kramat Jati,4.74
DRV-BB-10528,Pool Ciputat,4.73
DRV-BB-10529,Pool Puri,4.92
DRV-BB-10530,Pool BSD,4.8
DRV-BB-10531,Pool Mampang,4.8
DRV-BB-10532,Pool Puri,4.69
DRV-BB-10533,Pool BSD,4.79
DRV-BB-10534,Pool Halim,4.98
DRV-BB-10535,Pool Ciputat,4.9
DRV-BB-10536,Pool BSD,4.66
DRV-BB-10537,Pool Halim,4.94
DRV-BB-10538,Pool Puri,4.87
DRV-BB-10539,Pool BSD,4.93
DRV-BB-10540,Pool Kramat Jati,4.92
DRV-BB-10541,Pool BSD,4.95
DRV-BB-10542,Pool Puri,4.97
DRV-BB-10543,Pool Ciputat,4.62
DRV-BB-10544,Pool Kramat Jati,4.94
DRV-BB-10545,Pool Kramat Jati,4.96
DRV-BB-10546,Pool Puri,4.86
DRV-BB-10547,Pool Ciputat,4.72
DRV-BB-10548,Pool Ciputat,4.99
DRV-BB-10549,Pool Halim,4.68
DRV-BB-10550,Pool Puri,4.85
DRV-BB-10551,Pool Mampang,4.64
DRV-BB-10552,Pool Halim,4.75
DRV-BB-10553,Pool Mampang,4.98
DRV-BB-10554,Pool Puri,4.96
DRV-BB-10555,Pool Kelapa Gading,4.9
DRV-BB-10556,Pool Kelapa Gading,4.7
DRV-BB-10557,Pool Puri,4.93
DRV-BB-10558,Pool Puri,4.78
DRV-BB-10559,Pool Mampang,4.92
DRV-BB-10560,Pool Halim,4.85
DRV-BB-10561,Pool Puri,4.67
DRV-BB-10562,Pool Mampang,4.94
DRV-BB-10563,Pool Kramat Jati,4.72
DRV-BB-10564,Pool Puri,4.88
DRV-BB-10565,Pool Halim,4.72
DRV-BB-10566,Pool Ciputat,4.9
DRV-BB-10567,Pool BSD,4.98
DRV-BB-10568,Pool Kramat Jati,4.9
DRV-BB-10569,Pool Kelapa Gading,4.73
DRV-BB-10570,Pool BSD,4.68
DRV-BB-10571,Pool Halim,4.72
DRV-BB-10572,Pool Halim,4.64
DRV-BB-10573,Pool BSD,4.92
DRV-BB-10574,Pool Halim,4.68
DRV-BB-10575,Pool Puri,4.68
DRV-BB-10576,Pool Kelapa Gading,4.85
DRV-BB-10577,Pool Puri,4.62
DRV-BB-10578,Pool Mampang,4.85
DRV-BB-10579,Pool Kramat Jati,4.98
DRV-BB-10580,Pool Ciputat,4.79
DRV-BB-10581,Pool Ciputat,4.75
DRV-BB-10582,Pool BSD,4.7
DRV-BB-10583,Pool Halim,4.69
DRV-BB-10584,Pool Kelapa Gading,4.63
DRV-BB-10585,Pool BSD,4.64
DRV-BB-10586,Pool Kramat Jati,4.82
DRV-BB-10587,Pool Halim,4.68
DRV-BB-10588,Pool Halim,4.65
DRV-BB-10589,Pool Halim,4.61
DRV-BB-10590,Pool Kramat Jati,4.97
DRV-BB-10591,Pool Kramat Jati,4.84
DRV-BB-10592,Pool Ciputat,4.96
DRV-BB-10593,Pool BSD,4.63
DRV-BB-10594,Pool Puri,4.9
DRV-BB-10595,Pool Ciputat,4.75
DRV-BB-10596,Pool Ciputat,4.68
DRV-BB-10597,Pool Ciputat,4.98
DRV-BB-10598,Pool Kramat Jati,4.74
DRV-BB-10599,Pool Mampang,4.67
DRV-BB-10600,Pool Kelapa Gading,4.67
DRV-BB-10601,Pool Kelapa Gading,4.88
DRV-BB-10602,Pool Mampang,4.75
DRV-BB-10603,Pool Kramat Jati,4.64
DRV-BB-10604,Pool Kramat Jati,4.6
DRV-BB-10605,Pool Mampang,4.95
DRV-BB-10606,Pool Kramat Jati,4.79
DRV-BB-10607,Pool Puri,4.79
DRV-BB-10608,Pool Halim,4.73
DRV-BB-10609,Pool Halim,4.62
DRV-BB-10610,Pool Kramat Jati,4.62
DRV-BB-10611,Pool Mampang,4.9
DRV-BB-10612,Pool BSD,4.71
DRV-BB-10613,Pool Mampang,4.84
DRV-BB-10614,Pool Puri,4.75
DRV-BB-10615,Pool Ciputat,4.97
DRV-BB-10616,Pool Ciputat,4.89
DRV-BB-10617,Pool Mampang,4.66
DRV-BB-10618,Pool Mampang,4.86
DRV-BB-10619,Pool Kramat Jati,4.68
DRV-BB-10620,Pool BSD,4.83
DRV-BB-10621,Pool Ciputat,4.65
DRV-BB-10622,Pool Ciputat,4.67
DRV-BB-10623,Pool Puri,4.93
DRV-BB-10624,Pool Kramat Jati,4.86
DRV-BB-10625,Pool Kramat Jati,4.62
DRV-BB-10626,Pool Puri,4.94
DRV-BB-10627,Pool Puri,4.86
DRV-BB-10628,Pool Kelapa Gading,4.62
DRV-BB-10629,Pool Puri,4.63
DRV-BB-10630,Pool Ciputat,4.93
DRV-BB-10631,Pool BSD,4.87
DRV-BB-10632,Pool Halim,4.68
DRV-BB-10633,Pool Halim,4.66
DRV-BB-10634,Pool Mampang,4.9
DRV-BB-10635,Pool Mampang,4.8
DRV-BB-10636,Pool Kramat Jati,4.64
DRV-BB-10637,Pool Kelapa Gading,4.97
DRV-BB-10638,Pool Puri,4.7
DRV-BB-10639,Pool Ciputat,4.96
DRV-BB-10640,Pool Kramat Jati,4.91
DRV-BB-10641,Pool Puri,4.76
DRV-BB-10642,Pool Halim,4.78
DRV-BB-10643,Pool Kelapa Gading,4.71
DRV-BB-10644,Pool Halim,4.9
DRV-BB-10645,Pool BSD,4.7
DRV-BB-10646,Pool Puri,4.96
DRV-BB-10647,Pool Puri,4.79
DRV-BB-10648,Pool Puri,4.82
DRV-BB-10649,Pool Kramat Jati,4.94
DRV-BB-10650,Pool Halim,4.61
DRV-BB-10651,Pool Mampang,4.88
DRV-BB-10652,Pool Ciputat,4.76
DRV-BB-10653,Pool Kelapa Gading,4.78
DRV-BB-10654,Pool BSD,4.93
DRV-BB-10655,Pool Kelapa Gading,4.76
DRV-BB-10656,Pool BSD,4.93
DRV-BB-10657,Pool Puri,4.84
DRV-BB-10658,Pool Halim,4.88
DRV-BB-10659,Pool Mampang,5.0
DRV-BB-10660,Pool Kelapa Gading,4.81
DRV-BB-10661,Pool BSD,4.82
DRV-BB-10662,Pool Puri,4.94
DRV-BB-10663,Pool Halim,4.85
DRV-BB-10664,Pool Mampang,4.89
DRV-BB-10665,Pool Puri,4.74
DRV-BB-10666,Pool BSD,4.69
DRV-BB-10667,Pool Kramat Jati,4.63
DRV-BB-10668,Pool Kelapa Gading,4.93
DRV-BB-10669,Pool Mampang,4.65
DRV-BB-10670,Pool Kelapa Gading,4.82
DRV-BB-10671,Pool Puri,4.92
DRV-BB-10672,Pool BSD,4.94
DRV-BB-10673,Pool BSD,4.66
DRV-BB-10674,Pool BSD,4.7
DRV-BB-10675,Pool Mampang,4.92
DRV-BB-10676,Pool Puri,4.93
DRV-BB-10677,Pool Kelapa Gading,4.84
DRV-BB-10678,Pool Ciputat,4.76
DRV-BB-10679,Pool Kramat Jati,4.79
DRV-BB-10680,Pool Ciputat,4.69
DRV-BB-10681,Pool BSD,4.7
DRV-BB-10682,Pool BSD,4.86
DRV-BB-10683,Pool BSD,4.86
DRV-BB-10684,Pool Halim,4.9
DRV-BB-10685,Pool Puri,4.89
DRV-BB-10686,Pool Kramat Jati,4.84
DRV-BB-10687,Pool Kramat Jati,4.73
DRV-BB-10688,Pool Puri,4.85
DRV-BB-10689,Pool Ciputat,4.9
DRV-BB-10690,Pool Puri,4.85
DRV-BB-10691,Pool BSD,4.87
DRV-BB-10692,Pool Ciputat,4.97
DRV-BB-10693,Pool Halim,4.96
DRV-BB-10694,Pool Puri,4.83
DRV-BB-10695,Pool Kelapa Gading,4.86
DRV-BB-10696,Pool Halim,4.6
DRV-BB-10697,Pool Mampang,4.74
DRV-BB-10698,Pool Mampang,4.64
DRV-BB-10699,Pool Ciputat,4.68
DRV-BB-10700,Pool BSD,4.66
DRV-BB-10701,Pool Halim,4.91
DRV-BB-10702,Pool BSD,4.62
DRV-BB-10703,Pool BSD,4.92
DRV-BB-10704,Pool Kelapa Gading,4.91
DRV-BB-10705,Pool BSD,4.82
DRV-BB-10706,Pool Kramat Jati,4.82
DRV-BB-10707,Pool Kelapa Gading,4.72
DRV-BB-10708,Pool BSD,4.88
DRV-BB-10709,Pool Kramat Jati,4.8
DRV-BB-10710,Pool Kelapa Gading,4.69
DRV-BB-10711,Pool Ciputat,4.81
DRV-BB-10712,Pool Puri,4.84
DRV-BB-10713,Pool Halim,4.92
DRV-BB-10714,Pool Halim,4.67
DRV-BB-10715,Pool Ciputat,4.67
DRV-BB-10716,Pool Puri,4.98
DRV-BB-10717,Pool Ciputat,4.85
DRV-BB-10718,Pool BSD,4.99
DRV-BB-10719,Pool Kramat Jati,4.7
DRV-BB-10720,Pool Ciputat,4.96
DRV-BB-10721,Pool Halim,4.86
DRV-BB-10722,Pool Ciputat,4.66
DRV-BB-10723,Pool BSD,4.95
DRV-BB-10724,Pool Mampang,4.99
DRV-BB-10725,Pool Kelapa Gading,4.66
DRV-BB-10726,Pool Halim,4.9
DRV-BB-10727,Pool Mampang,4.93
DRV-BB-10728,Pool Ciputat,4.72
DRV-BB-10729,Pool Halim,4.63
DRV-BB-10730,Pool Kramat Jati,4.92
DRV-BB-10731,Pool Puri,4.83
DRV-BB-10732,Pool Puri,4.99
DRV-BB-10733,Pool Kramat Jati,4.74
DRV-BB-10734,Pool BSD,4.88
DRV-BB-10735,Pool Ciputat,4.69
DRV-BB-10736,Pool BSD,4.94
DRV-BB-10737,Pool Ciputat,4.81
DRV-BB-10738,Pool Kelapa Gading,4.88
DRV-BB-10739,Pool Kelapa Gading,4.89
DRV-BB-10740,Pool Ciputat,4.66
DRV-BB-10741,Pool BSD,4.89
DRV-BB-10742,Pool Ciputat,4.91
DRV-BB-10743,Pool BSD,4.83
DRV-BB-10744,Pool BSD,4.78
DRV-BB-10745,Pool Kelapa Gading,4.82
DRV-BB-10746,Pool Puri,4.61
DRV-BB-10747,Pool Puri,4.92
DRV-BB-10748,Pool Kramat Jati,4.98
DRV-BB-10749,Pool Kramat Jati,4.87
DRV-BB-10750,Pool Kelapa Gading,4.99
DRV-BB-10751,Pool Ciputat,5.0
DRV-BB-10752,Pool Halim,4.67
DRV-BB-10753,Pool Kramat Jati,4.99
DRV-BB-10754,Pool Kramat Jati,4.99
DRV-BB-10755,Pool Mampang,4.63
DRV-BB-10756,Pool BSD,4.89
DRV-BB-10757,Pool Mampang,4.78
DRV-BB-10758,Pool Halim,4.78
DRV-BB-10759,Pool Kramat Jati,4.96
DRV-BB-10760,Pool Kramat Jati,4.75
DRV-BB-10761,Pool BSD,4.75
DRV-BB-10762,Pool Kramat Jati,4.85
DRV-BB-10763,Pool Kelapa Gading,4.86
DRV-BB-10764,Pool Ciputat,4.92
DRV-BB-10765,Pool Puri,4.99
DRV-BB-10766,Pool Mampang,4.84
DRV-BB-10767,Pool Ciputat,4.91
DRV-BB-10768,Pool Mampang,4.68
DRV-BB-10769,Pool BSD,4.92
DRV-BB-10770,Pool Mampang,4.67
DRV-BB-10771,Pool Ciputat,4.69
DRV-BB-10772,Pool Kramat Jati,4.88
DRV-BB-10773,Pool Kramat Jati,4.98
DRV-BB-10774,Pool Puri,4.71
DRV-BB-10775,Pool Kramat Jati,4.78
DRV-BB-10776,Pool Ciputat,4.77
DRV-BB-10777,Pool BSD,4.62
DRV-BB-10778,Pool Mampang,4.67
DRV-BB-10779,Pool Mampang,4.8
DRV-BB-10780,Pool Puri,4.63
DRV-BB-10781,Pool Ciputat,4.82
DRV-BB-10782,Pool Kramat Jati,4.73
DRV-BB-10783,Pool Kramat Jati,4.93
DRV-BB-10784,Pool BSD,4.71
DRV-BB-10785,Pool Ciputat,4.91
DRV-BB-10786,Pool Mampang,4.97
DRV-BB-10787,Pool BSD,4.9
DRV-BB-10788,Pool Mampang,4.88
DRV-BB-10789,Pool Kramat Jati,4.9
DRV-BB-10790,Pool Puri,4.82
DRV-BB-10791,Pool Kramat Jati,4.95
DRV-BB-10792,Pool BSD,4.91
DRV-BB-10793,Pool Mampang,4.79
DRV-BB-10794,Pool Puri,4.89
DRV-BB-10795,Pool Kelapa Gading,4.83
DRV-BB-10796,Pool Kelapa Gading,4.79
DRV-BB-10797,Pool Kramat Jati,4.93
DRV-BB-10798,Pool BSD,4.69
DRV-BB-10799,Pool Kramat Jati,4.86
DRV-BB-10800,Pool Ciputat,4.66
DRV-BB-10801,Pool BSD,4.66
DRV-BB-10802,Pool Ciputat,4.93
DRV-BB-10803,Pool Kelapa Gading,4.69
DRV-BB-10804,Pool Ciputat,4.76
DRV-BB-10805,Pool Kramat Jati,4.91
DRV-BB-10806,Pool Halim,4.83
DRV-BB-10807,Pool BSD,4.74
DRV-BB-10808,Pool Kramat Jati,4.68
DRV-BB-10809,Pool Kramat Jati,4.76
DRV-BB-10810,Pool Halim,4.96
DRV-BB-10811,Pool Halim,4.86
DRV-BB-10812,Pool Ciputat,4.93
DRV-BB-10813,Pool Halim,4.68
DRV-BB-10814,Pool Kelapa Gading,4.85
DRV-BB-10815,Pool Halim,4.9
DRV-BB-10816,Pool Kelapa Gading,4.71
DRV-BB-10817,Pool Puri,4.64
DRV-BB-10818,Pool Puri,4.63
DRV-BB-10819,Pool Kelapa Gading,4.91
DRV-BB-10820,Pool Halim,4.86
DRV-BB-10821,Pool Ciputat,4.8
DRV-BB-10822,Pool Puri,4.99
DRV-BB-10823,Pool Kelapa Gading,4.98
DRV-BB-10824,Pool Puri,4.82
DRV-BB-10825,Pool Kramat Jati,4.98
DRV-BB-10826,Pool Halim,4.84
DRV-BB-10827,Pool Mampang,4.72
DRV-BB-10828,Pool Kramat Jati,4.66
DRV-BB-10829,Pool Ciputat,4.63
DRV-BB-10830,Pool Ciputat,4.98
DRV-BB-10831,Pool Kelapa Gading,4.91
DRV-BB-10832,Pool Mampang,4.61
DRV-BB-10833,Pool Mampang,4.82
DRV-BB-10834,Pool Kelapa Gading,4.68
DRV-BB-10835,Pool Puri,4.71
DRV-BB-10836,Pool Mampang,4.77
DRV-BB-10837,Pool Kelapa Gading,4.86
DRV-BB-10838,Pool Ciputat,4.82
DRV-BB-10839,Pool Mampang,4.97
DRV-BB-10840,Pool Halim,4.69
DRV-BB-10841,Pool Puri,4.84
DRV-BB-10842,Pool Halim,4.94
DRV-BB-10843,Pool Mampang,4.66
DRV-BB-10844,Pool Mampang,4.74
DRV-BB-10845,Pool Mampang,4.81
DRV-BB-10846,Pool Kramat Jati,4.64
DRV-BB-10847,Pool Kelapa Gading,4.74
DRV-BB-10848,Pool BSD,4.78
DRV-BB-10849,Pool Kelapa Gading,4.7
DRV-BB-10850,Pool Kramat Jati,4.74
DRV-BB-10851,Pool Kramat Jati,4.95
DRV-BB-10852,Pool Ciputat,4.85
DRV-BB-10853,Pool BSD,4.8
DRV-BB-10854,Pool BSD,4.82
DRV-BB-10855,Pool BSD,4.8
DRV-BB-10856,Pool Mampang,4.88
DRV-BB-10857,Pool Mampang,4.67
DRV-BB-10858,Pool Kramat Jati,4.69
DRV-BB-10859,Pool Halim,4.94
DRV-BB-10860,Pool Ciputat,4.67
DRV-BB-10861,Pool Kramat Jati,4.81
DRV-BB-10862,Pool Kramat Jati,4.97
DRV-BB-10863,Pool Puri,4.97
DRV-BB-10864,Pool Puri,4.6
DRV-BB-10865,Pool BSD,4.63
DRV-BB-10866,Pool BSD,4.91
DRV-BB-10867,Pool Kramat Jati,4.74
DRV-BB-10868,Pool Kramat Jati,4.75
DRV-BB-10869,Pool Kramat Jati,4.8
DRV-BB-10870,Pool Mampang,4.76
DRV-BB-10871,Pool Kelapa Gading,4.87
DRV-BB-10872,Pool BSD,4.79
DRV-BB-10873,Pool BSD,4.99
DRV-BB-10874,Pool BSD,4.68
DRV-BB-10875,Pool BSD,4.63
DRV-BB-10876,Pool Halim,4.96
DRV-BB-10877,Pool Ciputat,4.99
DRV-BB-10878,Pool Kelapa Gading,4.7
DRV-BB-10879,Pool Puri,4.81
DRV-BB-10880,Pool Mampang,4.76
DRV-BB-10881,Pool Ciputat,5.0
DRV-BB-10882,Pool BSD,4.7
DRV-BB-10883,Pool Kelapa Gading,4.69
DRV-BB-10884,Pool Kelapa Gading,4.96
DRV-BB-10885,Pool Mampang,4.84
DRV-BB-10886,Pool Kramat Jati,4.85
DRV-BB-10887,Pool Ciputat,4.85
